Date,yield_Y1,exp_rate_Y1,term_prem_Y1,yield_Y3,exp_rate_Y3,term_prem_Y3,yield_Y5,exp_rate_Y5,term_prem_Y5,yield_Y10,exp_rate_Y10,term_prem_Y10
2013-02-28,7.849,7.7698079229555175,0.07919207704448272,7.843,7.770521216969501,0.07247878303049937,7.936,7.770663878376511,0.16533612162348899,7.872,7.770770874431769,0.1012291255682305
2013-03-31,7.927,7.410420687420523,0.5165793125794762,7.83,7.405513970279163,0.42448602972083727,7.964,7.404532609977945,0.5594673900220553,7.96,7.403796589752032,0.556203410247968
2013-04-30,7.508,7.3421639289483664,0.16583607105163356,7.46,7.336550403932559,0.12344959606744066,7.552,7.335427678706046,0.21657232129395343,7.731,7.334585634786162,0.3964143652138379
2013-05-31,7.258,7.1391652429939,0.11883475700610013,7.348,7.135661847784929,0.21233815221507069,7.376,7.134961155048772,0.24103884495122863,7.443,7.13443563549665,0.3085643645033498
2013-06-30,7.508,7.3683847868455565,0.13961521315444347,7.583,7.373290045779192,0.2097099542208083,7.617,7.374271114527562,0.2427288854724381,7.439,7.375006916088846,0.06399308391115444
2013-07-31,9.128,7.81257361478194,1.3154263852180605,8.856,7.831072262965274,1.0249277370347256,8.858,7.834772060492748,1.0232279395072528,8.172,7.837546908638349,0.33445309136165147
2013-08-31,10.23,7.446417465663089,2.7835825343369116,9.232,7.449354658670948,1.7826453413290517,9.349,7.4499421108273705,1.8990578891726297,8.596,7.450382699944693,1.1456173000553074
2013-09-30,9.118,7.229287443359655,1.8887125566403453,8.664,7.221222756961546,1.4427772430384538,8.849,7.219609790749746,1.6293902092502544,8.766,7.2184000660908945,1.5475999339091056
2013-10-31,8.843,7.668762399762902,1.174237600237098,8.276,7.666151564504966,0.6098484354950342,8.543,7.665629388276406,0.8773706117235935,8.625,7.6652377561049825,0.9597622438950175
2013-11-30,8.971,7.77649219265843,1.1945078073415702,8.454,7.7759810791140715,0.6780189208859291,8.666,7.775878856258318,0.8901211437416823,9.044,7.775802189116505,1.2681978108834953
2013-12-31,8.978,7.807387179112088,1.1706128208879116,8.509,7.8119383401730005,0.6970616598269999,8.934,7.8128485862217625,1.1211514137782368,8.82,7.813531270758332,1.0064687292416679
2014-01-31,8.826,8.16722799430917,0.6587720056908299,8.753,8.175944136816454,0.5770558631835456,8.918,8.17768739545629,0.7403126045437087,8.77,8.178994839436166,0.5910051605638333
2014-02-28,8.967,8.045769059952026,0.921230940047975,8.868,8.046904467985108,0.8210955320148923,8.976,8.047131554183148,0.9288684458168532,8.862,8.047301868831678,0.8146981311683223
2014-03-31,8.495,7.918097273586139,0.5769027264138602,8.75,7.916979917475782,0.833020082524218,8.87,7.916756440988788,0.9532435590112112,8.804,7.916588833623541,0.8874111663764594
2014-04-30,8.585,7.960941463928087,0.6240585360719137,8.64,7.958265527289033,0.6817344727109678,8.801,7.957730331267895,0.8432696687321055,8.828,7.957328934252039,0.8706710657479606
2014-05-31,8.288,7.923055150341745,0.36494484965825524,8.459,7.92088769892299,0.5381123010770095,8.549,7.920454200405048,0.628545799594951,8.645,7.920129076516597,0.7248709234834028
2014-06-30,8.287,7.956658893848817,0.3303411061511836,8.376,7.954830560301035,0.42116943969896425,8.645,7.954464887133052,0.6905351128669475,8.744,7.954190632257066,0.7898093677429339
2014-07-31,8.21,8.040080849578866,0.16991915042113526,8.499,8.041526588117312,0.4574734118826882,8.454,8.041815741429886,0.41218425857011454,8.718,8.042032606414317,0.6759673935856831
2014-08-31,8.636,8.042237214118098,0.5937627858819017,8.446,8.042933434357971,0.40306656564202825,8.623,8.043072680813612,0.5799273191863872,8.559,8.043177115655341,0.515822884344658
2014-09-30,8.7,7.990305353857455,0.7096946461425446,8.393,7.9893597766972215,0.40364022330277916,8.557,7.989170658251867,0.5678293417481335,8.511,7.9890288194178485,0.5219711805821508
2014-10-31,8.358,7.932874447063761,0.42512555293623944,8.232,7.93145960751857,0.3005403924814294,8.277,7.931176633789211,0.34582336621078813,8.278,7.930964403492194,0.3470355965078067
2014-11-30,8.245,7.991781699380625,0.2532183006193742,8.178,7.992121796914016,0.18587820308598513,8.137,7.992189817071318,0.14481018292868253,8.087,7.992240832189295,0.0947591678107047
2014-12-31,8.102,7.9328087667533635,0.16919123324663676,7.964,7.930830511246763,0.033169488753237,7.992,7.930434852385148,0.06156514761485177,7.855,7.9301381082389355,-0.07513810823893508
2015-01-31,8.056,7.585272102847739,0.47072789715226016,7.716,7.577050938316252,0.1389490616837481,7.672,7.575406676993864,0.09659332300613599,7.691,7.574173481002068,0.1168265189979314
2015-02-28,7.874,7.760891333467999,0.11310866653200069,7.792,7.762825902944314,0.02917409705568552,7.777,7.763212822694016,0.013787177305983889,7.724,7.76350301250629,-0.03950301250629007
2015-03-31,7.797,7.40994274680206,0.3870572531979395,7.791,7.405927045009463,0.3850729549905374,7.746,7.405123890352569,0.3408761096474313,7.738,7.404521524359899,0.333478475640101
2015-04-30,7.866,7.521127444493499,0.34487255550650087,7.865,7.521841201305782,0.34315879869421817,7.88,7.521983955311487,0.35801604468851256,7.86,7.5220910208157665,0.3379089791842338
2015-05-31,7.728,7.461711845530316,0.26628815446968357,7.784,7.460811074290029,0.32318892570997093,7.841,7.460630916399456,0.3803690836005442,7.815,7.460495797981523,0.354504202018477
2015-06-30,7.677,7.197168033250461,0.479831966749539,7.871,7.1957102859685875,0.6752897140314129,8.063,7.1954187302658665,0.8675812697341341,7.861,7.195200063488824,0.665799936511176
2015-07-31,7.586,7.2520659711867665,0.33393402881323375,7.885,7.25231567312159,0.6326843268784099,7.938,7.252365614427517,0.6856343855724827,7.806,7.252403070406964,0.5535969295930361
2015-08-31,7.421,7.211130547190781,0.20986945280921887,7.816,7.210342507514458,0.605657492485542,7.912,7.210184896281452,0.7018151037185483,7.784,7.210066687856698,0.5739333121433017
2015-09-30,7.186,6.475764835796913,0.7102351642030866,7.506,6.463961220024659,1.042038779975341,7.624,6.46160045460727,1.1623995453927298,7.539,6.4598298805442305,1.0791701194557692
2015-10-31,7.198,6.725262492396023,0.47273750760397704,7.471,6.724000065604122,0.7469999343958778,7.682,6.723747576006956,0.9582524239930441,7.64,6.72355820880908,0.9164417911909197
2015-11-30,7.247,6.74900550061349,0.4979944993865102,7.499,6.748903990704116,0.7500960092958833,7.845,6.748883688398083,1.096116311601917,7.786,6.748868461668559,1.0371315383314403
2015-12-31,7.299,6.801961357806273,0.4970386421937274,7.618,6.803550851236873,0.8144491487631269,7.735,6.803868756080285,0.9311312439197152,7.758,6.804107184712845,0.9538928152871549
2016-01-31,7.22,6.674561258385444,0.5454387416145554,7.454,6.671075647205111,0.7829243527948888,7.621,6.670378513057989,0.9506214869420111,7.779,6.669855662447649,1.109144337552351
2016-02-29,7.262,6.823231914212215,0.4387680857877845,7.574,6.827317279789194,0.7466827202108055,7.734,6.828134366229014,0.9058656337709863,7.623,6.8287471810588825,0.7942528189411178
2016-03-31,7.2,6.684182444453795,0.5158175555462048,7.372,6.681239341133124,0.6907606588668758,7.524,6.6806507101765815,0.8433492898234185,7.459,6.680209236959173,0.7787907630408268
2016-04-30,7.0,6.3641836392614755,0.6358163607385245,7.269,6.358872072217983,0.9101279277820176,7.465,6.357809739507114,1.107190260492886,7.435,6.357012989973959,1.0779870100260407
2016-05-31,7.02,6.477484733673593,0.542515266326407,7.22,6.476107062286049,0.7438929377139507,7.437,6.475831523511342,0.9611684764886581,7.471,6.475624869430311,0.9953751305696894
2016-06-30,6.968,6.464464574118541,0.5035354258814593,7.134,6.463091650015177,0.6709083499848232,7.397,6.462817060276523,0.9341829397234775,7.448,6.4626111179725285,0.9853888820274719
2016-07-31,6.821,6.4291093680284375,0.39189063197156226,6.904,6.426229476457976,0.47777052354202354,7.047,6.425653487921068,0.6213465120789321,7.163,6.425221496518388,0.7377785034816124
2016-08-31,6.789,6.493255410333778,0.29574458966622164,6.877,6.493205578074444,0.3837944219255558,7.019,6.493195611243196,0.5258043887568045,7.11,6.493188136119763,0.6168118638802369
2016-09-30,6.631,6.445183267482374,0.1858167325176261,6.726,6.443585830512096,0.2824141694879039,6.88,6.44326633696261,0.4367336630373897,6.958,6.443026716800498,0.5149732831995024
2016-10-31,6.61,6.114983234543107,0.4950167654568931,6.573,6.108285151538104,0.46471484846189615,6.706,6.106945511676925,0.5990544883230751,6.885,6.105940781781038,0.7790592182189622
2016-11-30,6.037,6.066245463913987,-0.029245463913986747,6.033,6.061436099558132,-0.028436099558131644,6.2,6.060474207446117,0.13952579255388287,6.243,6.059752788362103,0.18324721163789714
2016-12-31,6.326,6.4125155147445225,-0.0865155147445229,6.457,6.419138240414982,0.037861759585017474,6.649,6.420462808889467,0.22853719111053294,6.512,6.421456235245329,0.09054376475467052
2017-01-31,6.256,6.220932541650575,0.03506745834942482,6.366,6.220029128511223,0.1459708714887764,6.562,6.219848442424208,0.3421515575757921,6.407,6.219712927858948,0.18728707214105178
2017-02-28,6.325,6.286401110032105,0.03859888996789529,6.582,6.287947069596602,0.29405293040339764,6.992,6.288256267169175,0.7037437328308247,6.87,6.288488165348602,0.5815118346513977
2017-03-31,6.239,6.2629878602208064,-0.023987860220806567,6.569,6.264226395605289,0.30477360439471113,6.861,6.264474106452889,0.5965258935471107,6.658,6.26465988958859,0.39334011041141004
2017-04-30,6.401,6.312690746660287,0.08830925333971251,6.789,6.314324909740609,0.4746750902593906,7.054,6.314651749051061,0.7393482509489395,6.961,6.3148968785339,0.6461031214661004
2017-05-31,6.529,6.231831212884149,0.2971687871158508,6.616,6.230667767210791,0.38533223278920836,6.91,6.230435073792152,0.6795649262078483,6.661,6.230260553728178,0.43073944627182126
2017-06-30,6.408,6.2126171161673485,0.1953828838326519,6.504,6.211428053156854,0.2925719468431458,6.741,6.211190236107641,0.5298097638923585,6.511,6.211011873320738,0.29998812667926256
2017-07-31,6.299,6.224107451897296,0.07489254810270474,6.456,6.222911655996153,0.23308834400384715,6.556,6.222672492904869,0.3333275070951309,6.465,6.2224931205864085,0.2425068794135914
2017-08-31,6.292,5.89059677073045,0.4014032292695502,6.406,5.885025170652038,0.5209748293479617,6.5,5.883910831409476,0.6160891685905243,6.525,5.883075076977558,0.641924923022442
2017-09-30,6.05,5.98262494808613,0.06737505191386983,6.456,5.983540071894432,0.47245992810556814,6.66,5.983723098917424,0.6762769010825762,6.663,5.98386036918467,0.6791396308153299
2017-10-31,6.259,6.015433285114632,0.24356671488536819,6.512,6.014587327621765,0.4974126723782346,6.751,6.014418134274516,0.7365818657254843,6.862,6.014291239264081,0.8477087607359195
2017-11-30,6.349,6.03992294259973,0.3090770574002706,6.655,6.0411334317028125,0.6138665682971878,6.896,6.041375534250768,0.8546244657492323,7.058,6.041557111161732,1.0164428888382675
2017-12-31,6.601,6.113170164611326,0.4878298353886743,6.97,6.116896790723453,0.8531032092765471,7.145,6.1176421298945645,1.0273578701054351,7.326,6.1182011342729,1.2077988657270993
2018-01-31,6.651,6.036664277155495,0.6143357228445048,7.08,6.038454212275102,1.041545787724898,7.324,6.038812205380116,1.2851877946198842,7.43,6.039080700208874,1.3909192997911255
2018-02-28,6.652,6.007258343908272,0.6447416560917283,7.194,6.007147494382864,1.1868525056171357,7.46,6.00712532472821,1.45287467527179,7.726,6.007108697487213,1.7188913025127865
2018-03-31,6.563,5.99132683454259,0.5716731654574101,7.086,5.9919705411499695,1.0940294588500308,7.315,5.992099283706974,1.3229007162930264,7.398,5.992195840624728,1.405804159375272
2018-04-30,6.786,6.166730727926527,0.6192692720734723,7.57,6.173649799876988,1.3963502001230124,7.78,6.175033638784072,1.6049663612159284,7.767,6.176071517964386,1.590928482035614
2018-05-31,7.07,6.065128966867166,1.0048710331328339,7.691,6.066373900560642,1.6246260994393582,7.834,6.066622892630888,1.7673771073691116,7.826,6.066809636683572,1.7591903633164279
2018-06-30,7.019,6.341297469892385,0.6777025301076147,7.752,6.346174776991662,1.4058252230083381,7.945,6.347150255333249,1.5978497446667514,7.903,6.347881864089445,1.5551181359105541
2018-07-31,7.248,6.254140698336967,0.9938593016630328,7.667,6.253213782110089,1.4137862178899105,7.898,6.2530283960243995,1.6449716039756002,7.772,6.252889356460129,1.5191106435398716
2018-08-31,7.341,6.616280584155414,0.7247194158445858,7.795,6.621047337309784,1.1739526626902164,8.009,6.622000705391101,1.3869992946088994,7.951,6.622715731452089,1.328284268547911
2018-09-30,7.753,6.591015699286667,1.1619843007133328,7.958,6.592641580552892,1.3653584194471078,8.072,6.592966763923887,1.4790332360761118,8.024,6.593210651452135,1.4307893485478642
2018-10-31,7.483,6.375373527890816,1.1076264721091835,7.651,6.370907498956553,1.2800925010434465,7.825,6.3700142769651595,1.4549857230348406,7.853,6.3693443604716125,1.4836556395283873
2018-11-30,7.174,6.409569854871119,0.7644301451288813,7.419,6.406835500104431,1.0121644998955688,7.516,6.406288618876385,1.1097113811236152,7.607,6.405878457955352,1.201121542044648
2018-12-31,6.814,6.3709749117583705,0.44302508824162956,7.1,6.36694985503091,0.7330501449690896,7.24,6.366144828583924,0.8738551714160758,7.37,6.365541058748684,1.0044589412513165
2019-01-31,6.736,6.429758238243793,0.30624176175620654,6.976,6.426613858034016,0.549386141965984,7.222,6.425984971233995,0.7960150287660053,7.483,6.425513306133984,1.0574866938660152
2019-02-28,6.565,6.06094770064565,0.5040522993543508,6.778,6.052288359122403,0.7257116408775968,7.09,6.050556460735518,1.0394435392644823,7.591,6.049257536945354,1.5417424630546464
2019-03-31,6.432,6.221815679274325,0.21018432072567528,6.659,6.221501795286132,0.4374982047138678,6.933,6.221439016618499,0.7115609833815011,7.346,6.221391932617776,1.1246080673822245
