Date,shock_Repo,shock_Y1,shock_Y3,shock_Y5,shock_Y10
2006-06-30,1.2470517494041984,1.3371199487058911,0.5785298107788686,0.7285084374654907,0.9575431798209151
2006-07-31,0.39416391132441797,-1.124472357538734,0.6997275682860818,1.6498887808012768,-0.39076002098722906
2006-08-31,-0.059376597789845095,-0.5551271178742246,0.2447057194374901,-1.6996041342213881,-0.6915620680316354
2006-09-30,-0.0826947357878452,-0.3814154561208027,-0.32932389595236117,-1.425120158597882,-1.036817753644715
2006-10-31,1.4390787338168594,0.18909750616340437,-1.1073037745180487,-0.027641978011134022,-0.6935604801530365
2006-11-30,-0.45127924110426665,-0.2929592732784597,-0.23605911011496516,-0.32234358816392306,-0.5796911425610212
2006-12-31,0.1348175149186066,1.021620653555381,0.20384286774666904,-0.2776208840055554,0.17714733546300987
2007-01-31,0.9437207012359833,-0.7884979822085312,1.6597637901987705,-0.5423221616847261,0.2019415567303191
2007-02-28,-0.4228888633552383,0.8429469608618019,-0.12836665560181793,0.4682955255619924,0.322904880637192
2007-03-31,-0.4026809924470488,0.3321410317758252,0.5924477969322401,-0.30998822471787835,0.19420078705271523
2007-04-30,1.2433526190147677,0.42904452452593944,-0.5515211767912573,0.10784520422246224,-0.011845107081108551
2007-05-31,-0.5652614836976968,-1.3316391503616951,0.03497618290749438,1.0338208988921687,0.2235007911549001
2007-06-30,0.5638581297387354,-0.3344920175875515,0.15353323327800217,0.13262700476104078,1.0897165755094411
2007-07-31,0.07408093278309301,-1.6110384995941665,-0.6878490090886624,-0.34743856222538483,0.13494475760061295
2007-08-31,0.726120178637323,0.5158002028082143,1.3657119082688647,-0.14987799493494514,-1.1900086308050593
2007-09-30,-0.4661205242494525,-0.7070345129237041,0.5762260047981087,-0.00895523538626164,-0.15607352299134694
2007-10-31,0.04410182145413582,0.3906743857254678,-0.7745284610877448,-0.20940817505948417,-0.38810644855919224
2007-11-30,-0.08284084212367017,1.1136459221545512,-0.7757522049652028,0.3579517669810981,-0.30254602575732964
2007-12-31,-0.2281987658517285,0.7468487895706724,-1.2581280407585185,0.23823960164669888,-0.4570439902150008
2008-01-31,0.0028804924843271445,-0.6169626970843338,-0.09033021484729642,-1.032188130811678,-0.13515619600015652
2008-02-29,0.26927132716752383,-0.0009718429644088727,-0.5666611927683367,0.42820256153924297,-0.11179281594572742
2008-03-31,0.07948647198266523,0.2939031642592175,0.7316284403712812,1.0549974048823476,1.4487072127364309
2008-04-30,-0.11644188797614931,0.7980148345502683,0.9355692011989809,-0.7264599024231793,-0.3695447231583599
2008-05-31,-0.4186822617438189,0.18297370964358786,0.1999461783428356,0.104461493060303,0.26547534555630214
2008-06-30,4.023778768444745,2.487421327016312,2.2488877104936247,-1.8571175041399313,-0.6986252579929886
2008-07-31,-0.046441236467184205,-1.326485733054016,-0.12722806573059553,2.7937980293378626,1.5101672806009858
2008-08-31,-0.44842595863638446,-0.8002088660820913,0.19039880512313312,-1.687037168336615,-1.0085069720708952
2008-09-30,0.16883810211463465,-1.133590198189441,-2.3742532404451415,0.32157101452616876,0.8476233585717732
2008-10-31,-4.834599338730344,-1.4589171689590859,-1.8420322022151652,0.865751690371404,-1.9315089895009
2008-11-30,0.18898843604720209,0.5273970952074949,-1.932781914811013,0.3767319566757539,-1.1629875909459495
2008-12-31,-4.446116118072003,-4.672479160611616,-0.0014311183669022398,-3.0549594752902802,-2.7195933950643196
2009-01-31,-1.9077915613360552,1.3672094843190692,2.0054879824252705,1.9214724987201293,3.212982036690155
2009-02-28,1.068153381754724,1.0398860777470051,-0.2956608485943837,-0.11814153190340337,2.016433534942701
2009-03-31,-2.7995175928334843,2.2993159651682085,2.6263874174362063,2.9114882998348994,0.19037457761541757
2009-04-30,-1.3471342832312727,-2.3869752095091203,0.14606087219328856,0.21140859870493056,-1.674024316380088
2009-05-31,1.3188174541118853,-0.28533386408852457,1.6040948584271444,0.8942637395426463,0.708514857172328
2009-06-30,-0.25398025879153147,0.6403272658587524,-0.49158414900732295,1.5937669616395276,1.0570698949841242
2009-07-31,-0.10630090340852387,0.21074579624398776,0.08277383123283039,1.0641075244599794,-0.35005803191598783
2009-08-31,0.07415403716268971,1.7760945425219294,1.3979479354062696,-0.7249248943109166,0.9460534403027835
2009-09-30,-0.9138066182177274,-0.8600299314428625,2.272631766367429,-1.4865133635449395,-1.297842086945043
2009-10-31,-0.04759196805261139,-1.3880439960092543,0.48522609279301676,2.28144768096386,-1.2444090700699175
2009-11-30,0.2825343800913171,2.350377647923961,-4.618204880228528,-0.854468573729998,1.9970811665238317
2009-12-31,-0.29772042661715203,2.0384439198597546,0.0720171497880715,0.1641346284607601,1.988880423574324
2010-01-31,-0.18657866743817458,-1.3282562514374956,0.48835296480520385,1.4318879881685935,0.04622675772250588
2010-02-28,0.6289606461006789,0.6611090537425697,3.31642293653086,-3.332255782462867,1.470430223537817
2010-03-31,0.38482267030259476,-0.651927321887023,-1.3944045857757712,-0.7360523018930771,0.22345747875581842
2010-04-30,1.2740290497574573,-1.4521017500968147,-0.1624611341822091,3.32040533098019,0.2805579626608835
2010-05-31,0.2652227142625975,0.44664421474849536,-0.6169064711561353,0.6213495140332513,-3.586483600872267
2010-06-30,-0.19707517668301358,0.49465312827492774,0.09935014055611574,-1.5964955314978448,-0.10260861726703085
2010-07-31,2.3379447366124846,1.9335332553439881,-1.726805540927449,-1.4800163938945299,0.3130366198182285
2010-08-31,-1.4270581085461196,0.5037790879982327,0.32200472767989496,-0.3624060367862746,1.0339713338485759
2010-09-30,1.309409089224634,-0.004335986032871109,-0.3005388785561411,-0.13301234565288234,-0.9305709004732939
2010-10-31,-0.40941283441770837,1.0170570584387493,-1.1672117857268773,0.5566940776297925,1.2664861699115006
2010-11-30,1.1662258009964719,1.1192626563763772,-0.45876581599267774,-0.31199245642595996,-0.9554318598285172
2010-12-31,-0.6611476112914461,0.5288975940272022,-0.2430890104899485,-1.33321432230861,-0.6395855206483815
2011-01-31,1.1238387468193165,-0.4343414068150375,1.7898775467914536,-0.40677192193417633,-0.052570285620342175
2011-02-28,-0.6041079390525979,-0.6429573964087352,0.4805588242639879,-0.39980965686026326,-0.8849785357374595
2011-03-31,1.3708445822013584,-0.8145682181563949,-0.39404695507073495,-0.5933420019225376,0.4006993998948654
2011-04-30,-0.24558352616935133,1.1880231797541791,-0.2109886767252953,0.13599127518305365,-0.1669485895543845
2011-05-31,2.37552652760333,0.09767320632952226,-0.38422312339119924,0.9983818225803325,0.10328901200214935
2011-06-30,0.5183199240818073,-1.3304164630110717,0.05482387609045025,0.21120904709338606,0.17339675247389796
2011-07-31,2.7456004482887106,-0.6396098437428104,-0.427214213362913,-0.11267324755040092,0.19653674057761922
2011-08-31,-0.7745607833769528,-0.5568558690637675,-0.10681327572028154,-0.09515947847971251,-0.20500781453701247
2011-09-30,1.5534193741930877,-0.6599962547022031,0.26960604013530254,0.2846264178083463,0.24255907588348427
2011-10-31,1.0816350414258988,0.48664247333589417,-0.09382440375862622,1.7988548187378612,0.560932743558165
2011-11-30,-0.6167612334567192,0.064602628935507,0.33368394582380734,-0.5177169109323736,-0.08894527067074706
2011-12-31,-0.07100835591671331,-0.47862435530981484,-2.221152713990561,0.584824736504677,0.06843814603469943
2012-01-31,0.5309174162159657,0.4287047461535287,-0.039395095779405365,-1.2600742224313626,-0.9989446145910291
2012-02-29,-0.11894298934460643,0.59652359525385,-0.5047124434807151,-0.8256791619879205,-0.8829137939651712
2012-03-31,-0.24100514560678848,-2.415398493766629,2.5711489342762506,3.112531476971391,0.8501854578507795
2012-04-30,-2.086673329298989,0.39090169517865003,1.4897057926758153,-1.6115609172176943,2.675097879061931
2012-05-31,0.3834840768163098,0.5335094810258686,-1.2096550492211322,-1.1264724702261475,-1.292955422276811
2012-06-30,0.08770700827316422,0.03974615620181674,-0.6445939842200192,-0.26678302356248185,0.6268869373147287
2012-07-31,0.07416837219805394,0.5119521904846587,-0.4246726342162,0.06552915734769332,-1.1305530827261117
2012-08-31,-0.04536987998746705,-0.6960395368603922,0.5906779756445018,0.9028307516672411,-0.5673041788697
2012-09-30,0.16421109696968259,-0.22212977113322413,0.03177538618397591,-0.19549779055872993,-0.37375569977893697
2012-10-31,-0.024136234237013603,-0.037267425292201235,-0.1764294744330892,0.056777414421615546,0.44050726585136185
2012-11-30,0.034569143623912425,0.5196384067096913,-0.44939093949658754,-0.24502783871726416,-0.06319682296605718
2012-12-31,-0.09034534861127295,-0.181336590151779,-0.04448525719457208,-0.7327468592682658,-0.0681139861652754
2013-01-31,-1.303481352355344,0.22281708152961754,-0.1485142052386832,0.10958244583253951,-0.6429357442440378
2013-02-28,0.4276030617103387,0.12563738962581392,0.07932088735897469,-0.38650100695839607,-0.150561481370084
2013-03-31,-1.4517945972913011,0.8512834298599797,-0.21306220986517696,-0.16235710675815052,0.758163155872751
2013-04-30,0.22934762280049345,-0.99898567319261,-0.5995321852335855,-0.5877666444560452,0.76010579531099
2013-05-31,-0.807749845841501,-0.08394657205447176,0.26371258752180005,-0.9754876659413321,-0.8252963132572451
